,AOA,injection_location,injection_slot_size,predicted_cl,predicted_cd
67,9,5,1.5,0.13734947521536747,-0.021084292428309268
68,10,5,1.5,0.1796663785500328,-0.0005145364576151362
69,11,5,1.5,0.22027068154020152,0.020045044664299086
70,12,5,1.5,0.2617691223596595,0.04237797998212127
71,13,5,1.5,0.30090669448194635,0.06630364344180949
72,14,5,1.5,0.3311927632519406,0.09074964916750479
73,15,5,1.5,0.3611521369070125,0.11217280998158487
74,16,5,1.5,0.39105551256781396,0.1334679930020135
75,17,5,1.5,0.41896660643507105,0.15510788451788726
76,18,5,1.5,0.44437649808738405,0.17703849335382799
77,19,5,1.5,0.46950554009546047,0.2000210838902473
78,20,5,1.5,0.4959085620662293,0.22321334383471803
79,21,5,1.5,0.5183535026496255,0.24640560377918852
80,22,5,1.5,0.5373307126918729,0.2706521091748691
81,23,5,1.5,0.5549412304700407,0.2932880978555595
82,24,5,1.5,0.5706442573581034,0.31551835449903
83,25,5,1.5,0.5867133409640517,0.3377486111425008
84,26,5,1.5,0.5908624752166902,0.35997886778597143
85,27,5,1.5,0.5887850762186884,0.38324738611375675
86,28,5,1.5,0.5863467448213799,0.408359940697903
87,0,5,2.0,-0.4043451693808942,-0.3698427851836261
88,1,5,2.0,-0.35864674201844005,-0.3532798431479308
89,2,5,2.0,-0.31107232531119716,-0.3363061733083657
90,3,5,2.0,-0.261826860298905,-0.3190343629702732
91,4,5,2.0,-0.21239047429009472,-0.29985102213285075
92,5,5,2.0,-0.16219382435376808,-0.2788328251095979
93,6,5,2.0,-0.11255366341827713,-0.2574779506718389
94,7,5,2.0,-0.06845219299529773,-0.23620826490578817
95,8,5,2.0,-0.02607527049099831,-0.215969576490871
96,9,5,2.0,0.013820655244302399,-0.19577141835912715
97,10,5,2.0,0.054147363006682214,-0.17716619858385646
98,11,5,2.0,0.09267014660815837,-0.1576253842797627
99,12,5,2.0,0.1276901028370132,-0.13795955550275119
100,13,5,2.0,0.1614528271724065,-0.1176443471342314
101,14,5,2.0,0.19408395662642686,-0.09716915940373279
102,15,5,2.0,0.22859989490304056,-0.07669397167323451
103,16,5,2.0,0.2628300929076665,-0.057783763634267196
104,17,5,2.0,0.29435774920903407,-0.03990070749699741
105,18,5,2.0,0.3231542578632666,-0.02054787288377831
106,19,5,2.0,0.3516960485075763,0.001638425177703573
107,20,5,2.0,0.37988698848722835,0.0253148889309789
108,21,5,2.0,0.4033442300561707,0.04899135268425399
109,22,5,2.0,0.4251016811068003,0.07342872297572521
110,23,5,2.0,0.4492374236505953,0.09939448984314646
111,24,5,2.0,0.47272541071903756,0.12706502485646265
112,25,5,2.0,0.4944365768446957,0.15447242649853316
113,26,5,2.0,0.5089957647698038,0.18205943893891968
114,27,5,2.0,0.5233828934989326,0.2096966350213641
115,28,5,2.0,0.5377700222280617,0.2373338311038083
116,0,5,2.5,-0.4425955633204151,-0.4187827160284526
117,1,5,2.5,-0.4021117826174414,-0.40947248185637636
118,2,5,2.5,-0.3614498620963309,-0.39855581089176656
119,3,5,2.5,-0.31947341691007985,-0.38545015609002475
120,4,5,2.5,-0.2758369235379321,-0.37234450128828284
121,5,5,2.5,-0.23498234810523477,-0.3563719482673323
122,6,5,2.5,-0.19491279003219963,-0.33848926671683877
123,7,5,2.5,-0.15821029267291115,-0.32089176289157284
124,8,5,2.5,-0.12269980380193378,-0.3035274848074262
125,9,5,2.5,-0.08686499334310349,-0.2853626785233679
126,10,5,2.5,-0.04975635735789516,-0.26538387157624493
127,11,5,2.5,-0.011762220568368759,-0.2470249993970372
128,12,5,2.5,0.02623191622115778,-0.22753806426637985
129,13,5,2.5,0.06410859627884724,-0.20417725476468865
130,14,5,2.5,0.09874350067991514,-0.17804685879571203
131,15,5,2.5,0.13492638703284923,-0.1518255620292072
132,16,5,2.5,0.16875148407075763,-0.12560426526270263
133,17,5,2.5,0.20157510333262435,-0.09909574020681777
134,18,5,2.5,0.23425933043402797,-0.07363368503104109
135,19,5,2.5,0.2678375710570457,-0.04935526144666804
136,20,5,2.5,0.3020645595604051,-0.025728417806387197
137,21,5,2.5,0.33368775390358646,-0.0021015741661070675
138,22,5,2.5,0.364487883093291,0.02173284708424858
139,23,5,2.5,0.39664564747524883,0.045910514524200516
140,24,5,2.5,0.42843399886483885,0.07041776290294326
141,25,5,2.5,0.4576426964624594,0.09457065223073972
142,26,5,2.5,0.4758104873034911,0.11842447182351402
143,27,5,2.5,0.4935815498287041,0.14253074744254224
144,28,5,2.5,0.511607023708357,0.16655847864447132
145,0,10,0.5,0.037751511210776786,0.41310717808713376
146,1,10,0.5,0.08611185147990516,0.42939579421827184
147,2,10,0.5,0.1332647816116557,0.44510852438347664
148,3,10,0.5,0.17881531833093361,0.46064647891959715
149,4,10,0.5,0.22124562774094303,0.4753737505762045
150,5,10,0.5,0.2631238756000955,0.4902384910080417
151,6,10,0.5,0.2993428536407431,0.5074697351641179
152,7,10,0.5,0.3354800992903007,0.5234634702834066
153,8,10,0.5,0.37161734493985815,0.5409587545030087
154,9,10,0.5,0.4079128204940762,0.5603781096120054
155,10,10,0.5,0.44139340230129437,0.579996586543425
156,11,10,0.5,0.4716014433484382,0.599615063474845
157,12,10,0.5,0.5018613542651869,0.6192335404062644
158,13,10,0.5,0.5360840453851421,0.6365236966488691
159,14,10,0.5,0.5670759907663105,0.6534178441280688
160,15,10,0.5,0.5947812448396914,0.6703119916072682
161,16,10,0.5,0.6224864989130732,0.6869662978590461
162,17,10,0.5,0.6442065630360543,0.7026681889222136
163,18,10,0.5,0.6622713826897308,0.7182417424901496
164,19,10,0.5,0.6813317963683054,0.7338125077367738
165,20,10,0.5,0.6966220904994711,0.7495728110822498
166,21,10,0.5,0.7128340694048767,0.7682272274568257
167,22,10,0.5,0.7248341797838638,0.7868816438314017
168,23,10,0.5,0.7262988118837159,0.8061417271230868
169,24,10,0.5,0.7250620650630499,0.826113019839955
170,25,10,0.5,0.7238253182423835,0.8423661127333969
171,26,10,0.5,0.7225885714217175,0.8564979170046066
172,27,10,0.5,0.7214203633808374,0.8704198430122995
173,28,10,0.5,0.7205411505348636,0.8823336679937376
174,0,10,1.0,-0.025117768652545273,0.13704943563188693
175,1,10,1.0,0.023634470999961674,0.15682721451296
176,2,10,1.0,0.07123826913788012,0.17793480768197784
177,3,10,1.0,0.11772100096097732,0.19895161899983832
178,4,10,1.0,0.16394109598992912,0.2198674814786742
179,5,10,1.0,0.20859295982116827,0.23958435688618873
180,6,10,1.0,0.2531913436457278,0.2592919258384018
181,7,10,1.0,0.29649363924243605,0.2789994947906146
182,8,10,1.0,0.33564228798099527,0.29775988170602746
183,9,10,1.0,0.3723203496234095,0.31613067795621685
184,10,10,1.0,0.41015774557308277,0.33456142565625463
185,11,10,1.0,0.4467325403131723,0.353069808355827
186,12,10,1.0,0.4820601529399228,0.37420832254757735
187,13,10,1.0,0.5151658829953891,0.39504704956546904
188,14,10,1.0,0.5438970293907228,0.4158357114061945
189,15,10,1.0,0.5704003166064098,0.4338281567422841
190,16,10,1.0,0.595333818221897,0.45227307199336714
191,17,10,1.0,0.6172356879994811,0.4719191004457461
192,18,10,1.0,0.6385995005930041,0.4920148506217346
193,19,10,1.0,0.6589554658745054,0.5127541294408473
194,20,10,1.0,0.6761544263090338,0.5341324244358682
195,21,10,1.0,0.6932185546414207,0.5555107194308891
196,22,10,1.0,0.7091380963578193,0.5745146487155871
197,23,10,1.0,0.7137781458099894,0.5928427682676729
198,24,10,1.0,0.7152880115213991,0.6145671655179642
199,25,10,1.0,0.7130688887827652,0.6390785914070524
200,26,10,1.0,0.708512092634157,0.6635416904406576
201,27,10,1.0,0.703938707104748,0.6868723856094635
202,28,10,1.0,0.6977981001378231,0.708282522527751
203,0,10,1.5,-0.215740032489142,-0.14757520534836122
204,1,10,1.5,-0.17157451175763874,-0.13000429530734153
205,2,10,1.5,-0.12694528793384277,-0.11263099728360183
206,3,10,1.5,-0.08129246071166436,-0.09409489197718969
207,4,10,1.5,-0.03595851647919006,-0.07435146751894557
208,5,10,1.5,0.008656197952177286,-0.05480810138292681
209,6,10,1.5,0.054951659571027045,-0.03526683580520708
210,7,10,1.5,0.09977257656106767,-0.01581566047865414
211,8,10,1.5,0.14786038532511117,0.003635514847898688
212,9,10,1.5,0.19633943329838083,0.0230866901744516
213,10,10,1.5,0.2458340876693072,0.042537865501004316
214,11,10,1.5,0.2857887486600267,0.06299487036472427
215,12,10,1.5,0.32589088130393995,0.08574951244006813
216,13,10,1.5,0.363089482538557,0.10986506898018829
217,14,10,1.5,0.40002997176778804,0.13608351850035622
218,15,10,1.5,0.4327136867454688,0.16457001705638868
219,16,10,1.5,0.46644629750693994,0.1907924624515689
220,17,10,1.5,0.4972010760982893,0.21463722800447044
221,18,10,1.5,0.5247603741163438,0.23927196320952676
222,19,10,1.5,0.553620654138731,0.2640432708318285
223,20,10,1.5,0.5802833465583497,0.28881457845413044
224,21,10,1.5,0.6050997336892907,0.31358588607643256
225,22,10,1.5,0.6274039334029602,0.33835719369873446
226,23,10,1.5,0.646851581426878,0.3619316956055341
227,24,10,1.5,0.6600911767358728,0.3842941695366031
228,25,10,1.5,0.6588899400227342,0.4089062462330693
229,26,10,1.5,0.6562350998893671,0.43377768774286324
230,27,10,1.5,0.6535802597560001,0.45864912925265683
231,28,10,1.5,0.6510713534230104,0.48352057076245086
232,0,10,2.0,-0.33918593873326314,-0.3566731192342421
233,1,10,2.0,-0.29240840647709726,-0.3392160944735794
234,2,10,2.0,-0.24522550304501187,-0.3217590697129166
235,3,10,2.0,-0.19945582415701657,-0.30425961323979994
236,4,10,2.0,-0.1554124857358178,-0.28618994574077766
237,5,10,2.0,-0.10913442636748152,-0.26594389825950077
238,6,10,2.0,-0.062057997828382706,-0.24457260847621204
239,7,10,2.0,-0.016493179781908757,-0.2231672397499116
240,8,10,2.0,0.029396398444242217,-0.20176187102361165
241,9,10,2.0,0.07528597667039322,-0.1803631024511953
242,10,10,2.0,0.11923426879636462,-0.15975526546232743
243,11,10,2.0,0.16123136231042767,-0.13850146620293413
244,12,10,2.0,0.20117259794565412,-0.11696171089235459
245,13,10,2.0,0.2363050667714044,-0.09542195558177514
246,14,10,2.0,0.270442871268293,-0.07234343301849584
247,15,10,2.0,0.30378086717854574,-0.04784248382165514
248,16,10,2.0,0.3380717623052328,-0.018648171856983406
249,17,10,2.0,0.3685625908292069,0.010951607086142554
250,18,10,2.0,0.39747639701066495,0.04036377914709903
251,19,10,2.0,0.4257417844558005,0.06734307033900465
252,20,10,2.0,0.4535288179432097,0.0942805738618744
253,21,10,2.0,0.4787763743501902,0.12053089476126187
254,22,10,2.0,0.5028809740924467,0.14619326463954158
255,23,10,2.0,0.5265561808425652,0.17189644158146583
256,24,10,2.0,0.5480819275804536,0.19764658297524829
257,25,10,2.0,0.5694856878562367,0.22312965636215037
258,26,10,2.0,0.5839696162566452,0.24852532925691384
259,27,10,2.0,0.5978868959819965,0.2750904601657673
260,28,10,2.0,0.6066456332446968,0.3042392179736276
261,0,10,2.5,-0.3957529661118233,-0.40382469657673536
262,1,10,2.5,-0.3537010983850187,-0.3922863897920664
263,2,10,2.5,-0.3112884788834106,-0.37994298782026475
264,3,10,2.5,-0.2668913961389252,-0.36666231516750863
265,4,10,2.5,-0.22152015887592577,-0.35174651546277413
266,5,10,2.5,-0.1759629706315734,-0.33624554795672573
267,6,10,2.5,-0.1327151294396312,-0.31940722352975076
268,7,10,2.5,-0.09136080283649936,-0.3005826410614962
269,8,10,2.5,-0.04990330457579942,-0.27822510520161203
270,9,10,2.5,-0.008814050869414919,-0.25575246393133105
271,10,10,2.5,0.030378729614657915,-0.23269278575480262
272,11,10,2.5,0.07098795809441696,-0.20798586146450998
273,12,10,2.5,0.11054678293646963,-0.1837301016751955
274,13,10,2.5,0.15096908992208657,-0.1607735941473503
275,14,10,2.5,0.19199857969533457,-0.1378979615035146
276,15,10,2.5,0.229857676275026,-0.11210168210502128
277,16,10,2.5,0.2674980041830918,-0.08565909056934418
278,17,10,2.5,0.30346585846270463,-0.05867044345366723
279,18,10,2.5,0.3394730909399682,-0.030194644066353832
280,19,10,2.5,0.37435769135502106,-0.001593951095099716
281,20,10,2.5,0.40796438149130837,0.025759544095885004
282,21,10,2.5,0.438493061592584,0.05105708918674624
283,22,10,2.5,0.4689321174077394,0.075690503722375
284,23,10,2.5,0.5004170625888134,0.10016879202607153
285,24,10,2.5,0.5315396054920081,0.12464708032976758
286,25,10,2.5,0.561166078334491,0.14843521139974952
287,26,10,2.5,0.5844677326963761,0.1729381352864089
288,27,10,2.5,0.603560293405494,0.19789191022084635
289,28,10,2.5,0.6213636432215643,0.22485118748313493
290,0,15,0.5,0.13742635569582345,0.4908498171752221
291,1,15,0.5,0.18307823626835518,0.5076454575196102
292,2,15,0.5,0.2277926335201853,0.5247813004157963
293,3,15,0.5,0.27250703077201555,0.5419035105715012
294,4,15,0.5,0.3151914738544617,0.5587716098932586
295,5,15,0.5,0.3555099955387265,0.5740306644510609
296,6,15,0.5,0.3941839321593827,0.5892414725016375
297,7,15,0.5,0.4289763963664364,0.6044522805522138
298,8,15,0.5,0.4637560488563028,0.6205618008385022
299,9,15,0.5,0.49744229487445096,0.6393897090363603
300,10,15,0.5,0.530295921991172,0.6589053763847578
301,11,15,0.5,0.5608861667225356,0.6784210437331549
302,12,15,0.5,0.5920988599736441,0.6981731226879438
303,13,15,0.5,0.622376855673763,0.7173688312005877
304,14,15,0.5,0.6502181709117338,0.736647565984473
305,15,15,0.5,0.6776299527742495,0.7543064645993381
306,16,15,0.5,0.7071648264091406,0.7711650588628053
307,17,15,0.5,0.7367854252782833,0.7920241826460015
308,18,15,0.5,0.7587111073019155,0.8128833064291979
309,19,15,0.5,0.7739111703387374,0.8322111446190773
310,20,15,0.5,0.7864581942780762,0.849122190027251
311,21,15,0.5,0.8015237118888323,0.8657830785901074
312,22,15,0.5,0.8040509454151525,0.8824049701853293
313,23,15,0.5,0.8051178759772066,0.8991843462223291
314,24,15,0.5,0.8036978510759307,0.9168465506004636
315,25,15,0.5,0.8025007961439121,0.9327308235974398
316,26,15,0.5,0.8020780392385429,0.9452849905040649
317,27,15,0.5,0.8009239253989695,0.95730288429455
318,28,15,0.5,0.8000240458475003,0.970345518732478
319,0,15,1.0,0.052029474879740134,0.21166915615251397
320,1,15,1.0,0.09817108176078562,0.231697603245149
321,2,15,1.0,0.14430368481106895,0.25159169770601064
322,3,15,1.0,0.19051334931116748,0.27148579216687196
323,4,15,1.0,0.23626859612033613,0.2929383659472312
324,5,15,1.0,0.28186235028612205,0.3145443150487403
325,6,15,1.0,0.3274394571762237,0.3361387462630252
326,7,15,1.0,0.3702709880224676,0.3560653659416175
327,8,15,1.0,0.41353275606603634,0.37491292900529166
328,9,15,1.0,0.45075854830269874,0.39372974703714014
329,10,15,1.0,0.4870430192902491,0.41254656506898874
330,11,15,1.0,0.5212295385026884,0.43040055828304585
331,12,15,1.0,0.5559919656071755,0.4495250419550259
332,13,15,1.0,0.5926696420607356,0.472179381140252
333,14,15,1.0,0.6250322797239756,0.49473370743132866
334,15,15,1.0,0.6559550472539453,0.5172217473336564
335,16,15,1.0,0.6821432439143049,0.5405788458185826
336,17,15,1.0,0.707439309665157,0.5623717172989172
337,18,15,1.0,0.7299806958651223,0.5833170536257282
338,19,15,1.0,0.7481708563661511,0.6042623899525393
339,20,15,1.0,0.7627917184909794,0.6257112458012586
340,21,15,1.0,0.7717836609531175,0.6497496455654314
341,22,15,1.0,0.7696201216676652,0.6737880453296045
342,23,15,1.0,0.7700075153474859,0.6956916208719608
343,24,15,1.0,0.7689787713625869,0.716706286320965
344,25,15,1.0,0.7672241882055753,0.7407715817271546
345,26,15,1.0,0.7654410312128843,0.7631612308194344
346,27,15,1.0,0.7636578742201932,0.7846607255038738
347,28,15,1.0,0.7604123052082683,0.8061602201883131
348,0,15,1.5,-0.12641392632286114,-0.10438596382502542
349,1,15,1.5,-0.08185211138070893,-0.08455934389040536
350,2,15,1.5,-0.039949128137297896,-0.06485967910379802
351,3,15,1.5,0.0024259140976904403,-0.04508398803123041
352,4,15,1.5,0.04534284001952582,-0.02526016809540231
353,5,15,1.5,0.08825976594136137,-0.005633280978327812
354,6,15,1.5,0.131852844677463,0.013820750774638749
355,7,15,1.5,0.1761376499596411,0.03327478252760509
356,8,15,1.5,0.22155955218151085,0.0529295216140447
357,9,15,1.5,0.26698309478104415,0.07384057923290206
358,10,15,1.5,0.31354932453856543,0.09531815214229657
359,11,15,1.5,0.36335754625493494,0.11696183361211616
360,12,15,1.5,0.4074177776355811,0.14080817515870148
361,13,15,1.5,0.4461140055569482,0.1665525059377389
362,14,15,1.5,0.48430399698953036,0.19278052154866127
363,15,15,1.5,0.5229479947524756,0.22118141833850297
364,16,15,1.5,0.5580476274963662,0.2505302389912927
365,17,15,1.5,0.5908648328316797,0.27963380026164625
366,18,15,1.5,0.621724406519252,0.3079127479163531
367,19,15,1.5,0.6533617059549286,0.33272307089246284
368,20,15,1.5,0.6794101224762414,0.35696847204959015
369,21,15,1.5,0.7035721762657035,0.38120394410632474
370,22,15,1.5,0.7248497964142959,0.4068292738981772
371,23,15,1.5,0.7451826722022439,0.4331239064551628
372,24,15,1.5,0.7480634242921937,0.45941825570733147
373,25,15,1.5,0.7464716291341857,0.48459306315237266
374,26,15,1.5,0.7448798339761773,0.5107731429839257
375,27,15,1.5,0.7432880388181693,0.5399610448484568
376,28,15,1.5,0.742750158638497,0.5692553471529337
377,0,15,2.0,-0.26687291915195877,-0.33197005424935605
378,1,15,2.0,-0.21996186168268786,-0.317771210714622
379,2,15,2.0,-0.17460717182922378,-0.3001677276679713
380,3,15,2.0,-0.1303179195344482,-0.2823651736312083
381,4,15,2.0,-0.08668094267341214,-0.2644024604927291
382,5,15,2.0,-0.04191982437652471,-0.24528732017724675
383,6,15,2.0,0.0049176334732947,-0.22323458504480642
384,7,15,2.0,0.05233738116144687,-0.20103746524608385
385,8,15,2.0,0.10172125067332802,-0.17802878313795545
386,9,15,2.0,0.1511726373194851,-0.15481472911565852
387,10,15,2.0,0.20011735499499783,-0.13122853586802496
388,11,15,2.0,0.24891939420357329,-0.10552808989047273
389,12,15,2.0,0.29628490859786305,-0.07897734588028053
390,13,15,2.0,0.3419706685394758,-0.05017059939983358
391,14,15,2.0,0.38018580009566477,-0.02195840121698507
392,15,15,2.0,0.4165271078614972,0.007166966738153549
393,16,15,2.0,0.45071295402565065,0.03739544499504942
394,17,15,2.0,0.4815484841102738,0.06796496747162652
395,18,15,2.0,0.5104428110845203,0.09960900076282837
396,19,15,2.0,0.5387191968071134,0.1309112790649869
397,20,15,2.0,0.5669955825297066,0.1615749489767559
398,21,15,2.0,0.5916148299557225,0.1887179351818309
399,22,15,2.0,0.6147119069784177,0.21575009419663388
400,23,15,2.0,0.63480944967405,0.24278225321143676
401,24,15,2.0,0.6554978220408239,0.2688261288993853
402,25,15,2.0,0.6763683055827041,0.2945895143193428
403,26,15,2.0,0.6936091369400226,0.32175135407010325
404,27,15,2.0,0.6954143061891513,0.3502450187720327
405,28,15,2.0,0.695615474220795,0.37930551920140104
406,0,15,2.5,-0.33705706724742907,-0.385356319112584
407,1,15,2.5,-0.2958887955096473,-0.37222924098650123
408,2,15,2.5,-0.25299310289685667,-0.3564557976890278
409,3,15,2.5,-0.20829415836339457,-0.34046737968817575
410,4,15,2.5,-0.1635899865882865,-0.32391569883559973
411,5,15,2.5,-0.11739570264688472,-0.3052623915341843
412,6,15,2.5,-0.06874560579603475,-0.28603741782983666
413,7,15,2.5,-0.020162652141551468,-0.26389811200937724
414,8,15,2.5,0.0250434923322468,-0.2401772247584853
415,9,15,2.5,0.07037796606272556,-0.2164563375075931
416,10,15,2.5,0.11706509839585888,-0.1907710717291665
417,11,15,2.5,0.16361578930293558,-0.1648528912157341
418,12,15,2.5,0.20835699584199346,-0.13893471070230137
419,13,15,2.5,0.25170832563985124,-0.1128036335999312
420,14,15,2.5,0.29506111452225775,-0.08552889265468427
421,15,15,2.5,0.3388280993012077,-0.061171220603952414
422,16,15,2.5,0.38202681508528413,-0.03492688866124824
423,17,15,2.5,0.421957478252942,-0.0070216863972074745
424,18,15,2.5,0.45912158544692877,0.020824024266858865
425,19,15,2.5,0.49539082137316043,0.04779655715639951
426,20,15,2.5,0.5292869505573146,0.07438349349762792
427,21,15,2.5,0.5606377339087847,0.1025603368793374
428,22,15,2.5,0.5913387931729084,0.1308179024166341
429,23,15,2.5,0.6220398524370321,0.15610354220493167
430,24,15,2.5,0.6508728079518451,0.18243671924032545
431,25,15,2.5,0.6785645930720452,0.2134546369447063
432,26,15,2.5,0.7002390201267725,0.2433816182380747
433,27,15,2.5,0.7220279824216496,0.27489479612775547
434,28,15,2.5,0.7383876839058607,0.30652964027849894
435,0,20,0.5,0.22427575289850843,0.563896215400204
436,1,20,0.5,0.2676674661270549,0.5803087468888873
437,2,20,0.5,0.3104388722582212,0.5978033743226747
438,3,20,0.5,0.3532102783893874,0.6136563031853817
439,4,20,0.5,0.3922711485079358,0.629219305281782
440,5,20,0.5,0.4301818422328311,0.6447823073781824
441,6,20,0.5,0.46933554006746575,0.6602865781114241
442,7,20,0.5,0.5083104091509201,0.675667873634982
443,8,20,0.5,0.5430330969250097,0.690339633200179
444,9,20,0.5,0.5776114057265334,0.7046013683481196
445,10,20,0.5,0.6121444223967527,0.7216742127635267
446,11,20,0.5,0.6462313753233007,0.7416471911341092
447,12,20,0.5,0.6788114679327635,0.7618864187842552
448,13,20,0.5,0.710560601887497,0.7851938534673684
449,14,20,0.5,0.7414445215197325,0.8066650225446977
450,15,20,0.5,0.7705088561213347,0.8279361642945726
451,16,20,0.5,0.7962282858389449,0.8494913302907204
452,17,20,0.5,0.8199809502170095,0.870123583584496
453,18,20,0.5,0.8434408960472135,0.8885743402181006
454,19,20,0.5,0.858755120498853,0.9080002260869052
455,20,20,0.5,0.8706953603846177,0.9274706143087427
456,21,20,0.5,0.8797373890346583,0.9464813800537125
457,22,20,0.5,0.8825086211550559,0.9648782897508715
458,23,20,0.5,0.8851543238771367,0.9830107241277103
459,24,20,0.5,0.8867316081600918,1.0003702967371573
460,25,20,0.5,0.8894656189635806,1.013584188011004
461,26,20,0.5,0.8921996297670693,1.0266414802881647
462,27,20,0.5,0.8949415072920013,1.04028084586425
463,28,20,0.5,0.8986678039986937,1.054441544430075
464,0,20,1.0,0.11534893920252204,0.2763021188578586
465,1,20,1.0,0.1639053306332423,0.29632275576044526
466,2,20,1.0,0.21242939840980246,0.31627167458744004
467,3,20,1.0,0.26084025226708846,0.33622059341443505
468,4,20,1.0,0.309476548990929,0.35616951224143023
469,5,20,1.0,0.3596082321361461,0.37596727895284393
470,6,20,1.0,0.4082948021189786,0.3969497772530148
471,7,20,1.0,0.4511395063735136,0.41790347842578196
472,8,20,1.0,0.49397911909328135,0.438569827043431
473,9,20,1.0,0.5368187318130491,0.4582841634991273
474,10,20,1.0,0.576149493760737,0.47819389970765197
475,11,20,1.0,0.6125043045814129,0.49923203906723895
476,12,20,1.0,0.6478354711927194,0.5202701784268259
477,13,20,1.0,0.6824251174163054,0.5444015881662582
478,14,20,1.0,0.7147692054061483,0.5675704888334865
479,15,20,1.0,0.7429918940371731,0.5909573383034185
480,16,20,1.0,0.769190307677839,0.615480186409283
481,17,20,1.0,0.7928025591031869,0.6430288800433881
482,18,20,1.0,0.8131759270450905,0.6705775736774933
483,19,20,1.0,0.8315483325868007,0.6967251798130774
484,20,20,1.0,0.8491626995557999,0.7210204513089772
485,21,20,1.0,0.85809787941067,0.7453157228048763
486,22,20,1.0,0.8633162999961199,0.7696109943007757
487,23,20,1.0,0.870161541360478,0.793906265796675
488,24,20,1.0,0.8746555985003457,0.8154390081222584
489,25,20,1.0,0.8753404540250556,0.834682899230764
490,26,20,1.0,0.8758640433489722,0.8565263166742347
491,27,20,1.0,0.8763876326728888,0.8783723788907587
