AOA,injection_location,injection_slot_size,predicted_cl,predicted_cd
3,5,2.5,-0.31947341691007985,-0.38545015609002475
4,5,2.5,-0.2758369235379321,-0.37234450128828284
5,5,2.5,-0.23498234810523477,-0.3563719482673323
6,5,2.5,-0.19491279003219963,-0.33848926671683877
7,5,2.5,-0.15821029267291115,-0.32089176289157284
8,5,2.5,-0.12269980380193378,-0.3035274848074262
9,5,2.5,-0.08686499334310349,-0.2853626785233679
10,5,2.5,-0.04975635735789516,-0.26538387157624493
11,5,2.5,-0.011762220568368759,-0.2470249993970372
12,5,2.5,0.02623191622115778,-0.22753806426637985
13,5,2.5,0.06410859627884724,-0.20417725476468865
14,5,2.5,0.09874350067991514,-0.17804685879571203
15,5,2.5,0.13492638703284923,-0.1518255620292072
16,5,2.5,0.16875148407075763,-0.12560426526270263
17,5,2.5,0.20157510333262435,-0.09909574020681777
18,5,2.5,0.23425933043402797,-0.07363368503104109
19,5,2.5,0.2678375710570457,-0.04935526144666804
20,5,2.5,0.3020645595604051,-0.025728417806387197
21,5,2.5,0.33368775390358646,-0.0021015741661070675
22,5,2.5,0.364487883093291,0.02173284708424858
23,5,2.5,0.39664564747524883,0.045910514524200516
24,5,2.5,0.42843399886483885,0.07041776290294326
25,5,2.5,0.4576426964624594,0.09457065223073972
26,5,2.5,0.4758104873034911,0.11842447182351402
27,5,2.5,0.4935815498287041,0.14253074744254224
28,5,2.5,0.511607023708357,0.16655847864447132
0,10,0.5,0.037751511210776786,0.41310717808713376
1,10,0.5,0.08611185147990516,0.42939579421827184
2,10,0.5,0.1332647816116557,0.44510852438347664
3,10,0.5,0.17881531833093361,0.46064647891959715
4,10,0.5,0.22124562774094303,0.4753737505762045
5,10,0.5,0.2631238756000955,0.4902384910080417
6,10,0.5,0.2993428536407431,0.5074697351641179
7,10,0.5,0.3354800992903007,0.5234634702834066
8,10,0.5,0.37161734493985815,0.5409587545030087
9,10,0.5,0.4079128204940762,0.5603781096120054
10,10,0.5,0.44139340230129437,0.579996586543425
11,10,0.5,0.4716014433484382,0.599615063474845
12,10,0.5,0.5018613542651869,0.6192335404062644
13,10,0.5,0.5360840453851421,0.6365236966488691
14,10,0.5,0.5670759907663105,0.6534178441280688
15,10,0.5,0.5947812448396914,0.6703119916072682
16,10,0.5,0.6224864989130732,0.6869662978590461
17,10,0.5,0.6442065630360543,0.7026681889222136
18,10,0.5,0.6622713826897308,0.7182417424901496
19,10,0.5,0.6813317963683054,0.7338125077367738
20,10,0.5,0.6966220904994711,0.7495728110822498
21,10,0.5,0.7128340694048767,0.7682272274568257
22,10,0.5,0.7248341797838638,0.7868816438314017
23,10,0.5,0.7262988118837159,0.8061417271230868
24,10,0.5,0.7250620650630499,0.826113019839955
25,10,0.5,0.7238253182423835,0.8423661127333969
26,10,0.5,0.7225885714217175,0.8564979170046066
27,10,0.5,0.7214203633808374,0.8704198430122995
28,10,0.5,0.7205411505348636,0.8823336679937376
0,10,1.0,-0.025117768652545273,0.13704943563188693
1,10,1.0,0.023634470999961674,0.15682721451296
2,10,1.0,0.07123826913788012,0.17793480768197784
3,10,1.0,0.11772100096097732,0.19895161899983832
4,10,1.0,0.16394109598992912,0.2198674814786742
5,10,1.0,0.20859295982116827,0.23958435688618873
6,10,1.0,0.2531913436457278,0.2592919258384018
7,10,1.0,0.29649363924243605,0.2789994947906146
8,10,1.0,0.33564228798099527,0.29775988170602746
9,10,1.0,0.3723203496234095,0.31613067795621685
10,10,1.0,0.41015774557308277,0.33456142565625463
11,10,1.0,0.4467325403131723,0.353069808355827
12,10,1.0,0.4820601529399228,0.37420832254757735
13,10,1.0,0.5151658829953891,0.39504704956546904
14,10,1.0,0.5438970293907228,0.4158357114061945
15,10,1.0,0.5704003166064098,0.4338281567422841
16,10,1.0,0.595333818221897,0.45227307199336714
17,10,1.0,0.6172356879994811,0.4719191004457461
18,10,1.0,0.6385995005930041,0.4920148506217346
19,10,1.0,0.6589554658745054,0.5127541294408473
20,10,1.0,0.6761544263090338,0.5341324244358682
21,10,1.0,0.6932185546414207,0.5555107194308891
22,10,1.0,0.7091380963578193,0.5745146487155871
23,10,1.0,0.7137781458099894,0.5928427682676729
24,10,1.0,0.7152880115213991,0.6145671655179642
25,10,1.0,0.7130688887827652,0.6390785914070524
26,10,1.0,0.708512092634157,0.6635416904406576
27,10,1.0,0.703938707104748,0.6868723856094635
28,10,1.0,0.6977981001378231,0.708282522527751
0,10,1.5,-0.215740032489142,-0.14757520534836122
1,10,1.5,-0.17157451175763874,-0.13000429530734153
2,10,1.5,-0.12694528793384277,-0.11263099728360183
3,10,1.5,-0.08129246071166436,-0.09409489197718969
4,10,1.5,-0.03595851647919006,-0.07435146751894557
5,10,1.5,0.008656197952177286,-0.05480810138292681
6,10,1.5,0.054951659571027045,-0.03526683580520708
7,10,1.5,0.09977257656106767,-0.01581566047865414
8,10,1.5,0.14786038532511117,0.003635514847898688
9,10,1.5,0.19633943329838083,0.0230866901744516
10,10,1.5,0.2458340876693072,0.042537865501004316
11,10,1.5,0.2857887486600267,0.06299487036472427
12,10,1.5,0.32589088130393995,0.08574951244006813
13,10,1.5,0.363089482538557,0.10986506898018829
14,10,1.5,0.40002997176778804,0.13608351850035622
15,10,1.5,0.4327136867454688,0.16457001705638868
16,10,1.5,0.46644629750693994,0.1907924624515689
17,10,1.5,0.4972010760982893,0.21463722800447044
18,10,1.5,0.5247603741163438,0.23927196320952676
19,10,1.5,0.553620654138731,0.2640432708318285
20,10,1.5,0.5802833465583497,0.28881457845413044
21,10,1.5,0.6050997336892907,0.31358588607643256
22,10,1.5,0.6274039334029602,0.33835719369873446
23,10,1.5,0.646851581426878,0.3619316956055341
24,10,1.5,0.6600911767358728,0.3842941695366031
25,10,1.5,0.6588899400227342,0.4089062462330693
26,10,1.5,0.6562350998893671,0.43377768774286324
27,10,1.5,0.6535802597560001,0.45864912925265683
28,10,1.5,0.6510713534230104,0.48352057076245086
0,10,2.0,-0.33918593873326314,-0.3566731192342421
1,10,2.0,-0.29240840647709726,-0.3392160944735794
2,10,2.0,-0.24522550304501187,-0.3217590697129166
3,10,2.0,-0.19945582415701657,-0.30425961323979994
4,10,2.0,-0.1554124857358178,-0.28618994574077766
5,10,2.0,-0.10913442636748152,-0.26594389825950077
6,10,2.0,-0.062057997828382706,-0.24457260847621204
7,10,2.0,-0.016493179781908757,-0.2231672397499116
8,10,2.0,0.029396398444242217,-0.20176187102361165
9,10,2.0,0.07528597667039322,-0.1803631024511953
10,10,2.0,0.11923426879636462,-0.15975526546232743
11,10,2.0,0.16123136231042767,-0.13850146620293413
12,10,2.0,0.20117259794565412,-0.11696171089235459
13,10,2.0,0.2363050667714044,-0.09542195558177514
14,10,2.0,0.270442871268293,-0.07234343301849584
15,10,2.0,0.30378086717854574,-0.04784248382165514
16,10,2.0,0.3380717623052328,-0.018648171856983406
17,10,2.0,0.3685625908292069,0.010951607086142554
18,10,2.0,0.39747639701066495,0.04036377914709903
19,10,2.0,0.4257417844558005,0.06734307033900465
20,10,2.0,0.4535288179432097,0.0942805738618744
21,10,2.0,0.4787763743501902,0.12053089476126187
22,10,2.0,0.5028809740924467,0.14619326463954158
23,10,2.0,0.5265561808425652,0.17189644158146583
24,10,2.0,0.5480819275804536,0.19764658297524829
25,10,2.0,0.5694856878562367,0.22312965636215037
26,10,2.0,0.5839696162566452,0.24852532925691384
27,10,2.0,0.5978868959819965,0.2750904601657673
28,10,2.0,0.6066456332446968,0.3042392179736276
0,10,2.5,-0.3957529661118233,-0.40382469657673536
1,10,2.5,-0.3537010983850187,-0.3922863897920664
2,10,2.5,-0.3112884788834106,-0.37994298782026475
3,10,2.5,-0.2668913961389252,-0.36666231516750863
4,10,2.5,-0.22152015887592577,-0.35174651546277413
5,10,2.5,-0.1759629706315734,-0.33624554795672573
6,10,2.5,-0.1327151294396312,-0.31940722352975076
7,10,2.5,-0.09136080283649936,-0.3005826410614962
8,10,2.5,-0.04990330457579942,-0.27822510520161203
9,10,2.5,-0.008814050869414919,-0.25575246393133105
10,10,2.5,0.030378729614657915,-0.23269278575480262
11,10,2.5,0.07098795809441696,-0.20798586146450998
12,10,2.5,0.11054678293646963,-0.1837301016751955
13,10,2.5,0.15096908992208657,-0.1607735941473503
14,10,2.5,0.19199857969533457,-0.1378979615035146
15,10,2.5,0.229857676275026,-0.11210168210502128
16,10,2.5,0.2674980041830918,-0.08565909056934418
17,10,2.5,0.30346585846270463,-0.05867044345366723
18,10,2.5,0.3394730909399682,-0.030194644066353832
19,10,2.5,0.37435769135502106,-0.001593951095099716
20,10,2.5,0.40796438149130837,0.025759544095885004
21,10,2.5,0.438493061592584,0.05105708918674624
22,10,2.5,0.4689321174077394,0.075690503722375
23,10,2.5,0.5004170625888134,0.10016879202607153
24,10,2.5,0.5315396054920081,0.12464708032976758
25,10,2.5,0.561166078334491,0.14843521139974952
26,10,2.5,0.5844677326963761,0.1729381352864089
27,10,2.5,0.603560293405494,0.19789191022084635
28,10,2.5,0.6213636432215643,0.22485118748313493
0,15,0.5,0.13742635569582345,0.4908498171752221
1,15,0.5,0.18307823626835518,0.5076454575196102
2,15,0.5,0.2277926335201853,0.5247813004157963
3,15,0.5,0.27250703077201555,0.5419035105715012
4,15,0.5,0.3151914738544617,0.5587716098932586
5,15,0.5,0.3555099955387265,0.5740306644510609
6,15,0.5,0.3941839321593827,0.5892414725016375
7,15,0.5,0.4289763963664364,0.6044522805522138
8,15,0.5,0.4637560488563028,0.6205618008385022
9,15,0.5,0.49744229487445096,0.6393897090363603
10,15,0.5,0.530295921991172,0.6589053763847578
11,15,0.5,0.5608861667225356,0.6784210437331549
12,15,0.5,0.5920988599736441,0.6981731226879438
13,15,0.5,0.622376855673763,0.7173688312005877
14,15,0.5,0.6502181709117338,0.736647565984473
15,15,0.5,0.6776299527742495,0.7543064645993381
16,15,0.5,0.7071648264091406,0.7711650588628053
17,15,0.5,0.7367854252782833,0.7920241826460015
18,15,0.5,0.7587111073019155,0.8128833064291979
19,15,0.5,0.7739111703387374,0.8322111446190773
20,15,0.5,0.7864581942780762,0.849122190027251
21,15,0.5,0.8015237118888323,0.8657830785901074
22,15,0.5,0.8040509454151525,0.8824049701853293
23,15,0.5,0.8051178759772066,0.8991843462223291
24,15,0.5,0.8036978510759307,0.9168465506004636
25,15,0.5,0.8025007961439121,0.9327308235974398
26,15,0.5,0.8020780392385429,0.9452849905040649
27,15,0.5,0.8009239253989695,0.95730288429455
28,15,0.5,0.8000240458475003,0.970345518732478
0,15,1.0,0.052029474879740134,0.21166915615251397
1,15,1.0,0.09817108176078562,0.231697603245149
2,15,1.0,0.14430368481106895,0.25159169770601064
3,15,1.0,0.19051334931116748,0.27148579216687196
4,15,1.0,0.23626859612033613,0.2929383659472312
5,15,1.0,0.28186235028612205,0.3145443150487403
6,15,1.0,0.3274394571762237,0.3361387462630252
7,15,1.0,0.3702709880224676,0.3560653659416175
8,15,1.0,0.41353275606603634,0.37491292900529166
9,15,1.0,0.45075854830269874,0.39372974703714014
10,15,1.0,0.4870430192902491,0.41254656506898874
11,15,1.0,0.5212295385026884,0.43040055828304585
12,15,1.0,0.5559919656071755,0.4495250419550259
13,15,1.0,0.5926696420607356,0.472179381140252
14,15,1.0,0.6250322797239756,0.49473370743132866
15,15,1.0,0.6559550472539453,0.5172217473336564
16,15,1.0,0.6821432439143049,0.5405788458185826
17,15,1.0,0.707439309665157,0.5623717172989172
18,15,1.0,0.7299806958651223,0.5833170536257282
19,15,1.0,0.7481708563661511,0.6042623899525393
20,15,1.0,0.7627917184909794,0.6257112458012586
21,15,1.0,0.7717836609531175,0.6497496455654314
22,15,1.0,0.7696201216676652,0.6737880453296045
23,15,1.0,0.7700075153474859,0.6956916208719608
24,15,1.0,0.7689787713625869,0.716706286320965
25,15,1.0,0.7672241882055753,0.7407715817271546
26,15,1.0,0.7654410312128843,0.7631612308194344
27,15,1.0,0.7636578742201932,0.7846607255038738
28,15,1.0,0.7604123052082683,0.8061602201883131
0,15,1.5,-0.12641392632286114,-0.10438596382502542
1,15,1.5,-0.08185211138070893,-0.08455934389040536
2,15,1.5,-0.039949128137297896,-0.06485967910379802
3,15,1.5,0.0024259140976904403,-0.04508398803123041
4,15,1.5,0.04534284001952582,-0.02526016809540231
5,15,1.5,0.08825976594136137,-0.005633280978327812
6,15,1.5,0.131852844677463,0.013820750774638749
7,15,1.5,0.1761376499596411,0.03327478252760509
8,15,1.5,0.22155955218151085,0.0529295216140447
9,15,1.5,0.26698309478104415,0.07384057923290206
10,15,1.5,0.31354932453856543,0.09531815214229657
11,15,1.5,0.36335754625493494,0.11696183361211616
12,15,1.5,0.4074177776355811,0.14080817515870148
13,15,1.5,0.4461140055569482,0.1665525059377389
14,15,1.5,0.48430399698953036,0.19278052154866127
15,15,1.5,0.5229479947524756,0.22118141833850297
16,15,1.5,0.5580476274963662,0.2505302389912927
17,15,1.5,0.5908648328316797,0.27963380026164625
18,15,1.5,0.621724406519252,0.3079127479163531
19,15,1.5,0.6533617059549286,0.33272307089246284
20,15,1.5,0.6794101224762414,0.35696847204959015
21,15,1.5,0.7035721762657035,0.38120394410632474
22,15,1.5,0.7248497964142959,0.4068292738981772
23,15,1.5,0.7451826722022439,0.4331239064551628
24,15,1.5,0.7480634242921937,0.45941825570733147
25,15,1.5,0.7464716291341857,0.48459306315237266
26,15,1.5,0.7448798339761773,0.5107731429839257
27,15,1.5,0.7432880388181693,0.5399610448484568
28,15,1.5,0.742750158638497,0.5692553471529337
0,15,2.0,-0.26687291915195877,-0.33197005424935605
1,15,2.0,-0.21996186168268786,-0.317771210714622
2,15,2.0,-0.17460717182922378,-0.3001677276679713
3,15,2.0,-0.1303179195344482,-0.2823651736312083
4,15,2.0,-0.08668094267341214,-0.2644024604927291
5,15,2.0,-0.04191982437652471,-0.24528732017724675
6,15,2.0,0.0049176334732947,-0.22323458504480642
7,15,2.0,0.05233738116144687,-0.20103746524608385
8,15,2.0,0.10172125067332802,-0.17802878313795545
9,15,2.0,0.1511726373194851,-0.15481472911565852
10,15,2.0,0.20011735499499783,-0.13122853586802496
11,15,2.0,0.24891939420357329,-0.10552808989047273
12,15,2.0,0.29628490859786305,-0.07897734588028053
13,15,2.0,0.3419706685394758,-0.05017059939983358
14,15,2.0,0.38018580009566477,-0.02195840121698507
15,15,2.0,0.4165271078614972,0.007166966738153549
16,15,2.0,0.45071295402565065,0.03739544499504942
17,15,2.0,0.4815484841102738,0.06796496747162652
18,15,2.0,0.5104428110845203,0.09960900076282837
19,15,2.0,0.5387191968071134,0.1309112790649869
20,15,2.0,0.5669955825297066,0.1615749489767559
21,15,2.0,0.5916148299557225,0.1887179351818309
22,15,2.0,0.6147119069784177,0.21575009419663388
23,15,2.0,0.63480944967405,0.24278225321143676
24,15,2.0,0.6554978220408239,0.2688261288993853
25,15,2.0,0.6763683055827041,0.2945895143193428
26,15,2.0,0.6936091369400226,0.32175135407010325
27,15,2.0,0.6954143061891513,0.3502450187720327
28,15,2.0,0.695615474220795,0.37930551920140104
0,15,2.5,-0.33705706724742907,-0.385356319112584
1,15,2.5,-0.2958887955096473,-0.37222924098650123
2,15,2.5,-0.25299310289685667,-0.3564557976890278
3,15,2.5,-0.20829415836339457,-0.34046737968817575
4,15,2.5,-0.1635899865882865,-0.32391569883559973
5,15,2.5,-0.11739570264688472,-0.3052623915341843
6,15,2.5,-0.06874560579603475,-0.28603741782983666
7,15,2.5,-0.020162652141551468,-0.26389811200937724
8,15,2.5,0.0250434923322468,-0.2401772247584853
9,15,2.5,0.07037796606272556,-0.2164563375075931
10,15,2.5,0.11706509839585888,-0.1907710717291665
11,15,2.5,0.16361578930293558,-0.1648528912157341
12,15,2.5,0.20835699584199346,-0.13893471070230137
13,15,2.5,0.25170832563985124,-0.1128036335999312
14,15,2.5,0.29506111452225775,-0.08552889265468427
15,15,2.5,0.3388280993012077,-0.061171220603952414
16,15,2.5,0.38202681508528413,-0.03492688866124824
17,15,2.5,0.421957478252942,-0.0070216863972074745
18,15,2.5,0.45912158544692877,0.020824024266858865
19,15,2.5,0.49539082137316043,0.04779655715639951
20,15,2.5,0.5292869505573146,0.07438349349762792
21,15,2.5,0.5606377339087847,0.1025603368793374
22,15,2.5,0.5913387931729084,0.1308179024166341
23,15,2.5,0.6220398524370321,0.15610354220493167
24,15,2.5,0.6508728079518451,0.18243671924032545
25,15,2.5,0.6785645930720452,0.2134546369447063
26,15,2.5,0.7002390201267725,0.2433816182380747
27,15,2.5,0.7220279824216496,0.27489479612775547
28,15,2.5,0.7383876839058607,0.30652964027849894
0,20,0.5,0.22427575289850843,0.563896215400204
1,20,0.5,0.2676674661270549,0.5803087468888873
2,20,0.5,0.3104388722582212,0.5978033743226747
3,20,0.5,0.3532102783893874,0.6136563031853817
4,20,0.5,0.3922711485079358,0.629219305281782
5,20,0.5,0.4301818422328311,0.6447823073781824
6,20,0.5,0.46933554006746575,0.6602865781114241
7,20,0.5,0.5083104091509201,0.675667873634982
8,20,0.5,0.5430330969250097,0.690339633200179
9,20,0.5,0.5776114057265334,0.7046013683481196
10,20,0.5,0.6121444223967527,0.7216742127635267
11,20,0.5,0.6462313753233007,0.7416471911341092
12,20,0.5,0.6788114679327635,0.7618864187842552
13,20,0.5,0.710560601887497,0.7851938534673684
14,20,0.5,0.7414445215197325,0.8066650225446977
15,20,0.5,0.7705088561213347,0.8279361642945726
16,20,0.5,0.7962282858389449,0.8494913302907204
17,20,0.5,0.8199809502170095,0.870123583584496
18,20,0.5,0.8434408960472135,0.8885743402181006
19,20,0.5,0.858755120498853,0.9080002260869052
20,20,0.5,0.8706953603846177,0.9274706143087427
21,20,0.5,0.8797373890346583,0.9464813800537125
22,20,0.5,0.8825086211550559,0.9648782897508715
23,20,0.5,0.8851543238771367,0.9830107241277103
24,20,0.5,0.8867316081600918,1.0003702967371573
25,20,0.5,0.8894656189635806,1.013584188011004
26,20,0.5,0.8921996297670693,1.0266414802881647
27,20,0.5,0.8949415072920013,1.04028084586425
28,20,0.5,0.8986678039986937,1.054441544430075
0,20,1.0,0.11534893920252204,0.2763021188578586
1,20,1.0,0.1639053306332423,0.29632275576044526
2,20,1.0,0.21242939840980246,0.31627167458744004
3,20,1.0,0.26084025226708846,0.33622059341443505
4,20,1.0,0.309476548990929,0.35616951224143023
5,20,1.0,0.3596082321361461,0.37596727895284393
6,20,1.0,0.4082948021189786,0.3969497772530148
7,20,1.0,0.4511395063735136,0.41790347842578196
8,20,1.0,0.49397911909328135,0.438569827043431
9,20,1.0,0.5368187318130491,0.4582841634991273
10,20,1.0,0.576149493760737,0.47819389970765197
11,20,1.0,0.6125043045814129,0.49923203906723895
12,20,1.0,0.6478354711927194,0.5202701784268259
13,20,1.0,0.6824251174163054,0.5444015881662582
14,20,1.0,0.7147692054061483,0.5675704888334865
15,20,1.0,0.7429918940371731,0.5909573383034185
16,20,1.0,0.769190307677839,0.615480186409283
17,20,1.0,0.7928025591031869,0.6430288800433881
18,20,1.0,0.8131759270450905,0.6705775736774933
19,20,1.0,0.8315483325868007,0.6967251798130774
20,20,1.0,0.8491626995557999,0.7210204513089772
21,20,1.0,0.85809787941067,0.7453157228048763
22,20,1.0,0.8633162999961199,0.7696109943007757
23,20,1.0,0.870161541360478,0.793906265796675
24,20,1.0,0.8746555985003457,0.8154390081222584
25,20,1.0,0.8753404540250556,0.834682899230764
26,20,1.0,0.8758640433489722,0.8565263166742347
27,20,1.0,0.8763876326728888,0.8783723788907587
28,20,1.0,0.8757866467032875,0.9013715180032286
0,20,1.5,-0.04042748291212471,-0.05071420934970912
1,20,1.5,0.006999066935511278,-0.031791517337519906
2,20,1.5,0.05630009488744006,-0.010444385530385444
3,20,1.5,0.1049971169663772,0.010785117125701224
4,20,1.5,0.15235317620017202,0.03181489908362321
5,20,1.5,0.200318744889037,0.053436609838449375
6,20,1.5,0.24611471051461803,0.07556110703457579
7,20,1.5,0.2911831898139842,0.09759945304765517
8,20,1.5,0.33625166911335,0.1193878416861077
9,20,1.5,0.3813201484127164,0.1409380198790125
10,20,1.5,0.4250912217386689,0.1634171560274862
11,20,1.5,0.4681907327468298,0.18700677744441774
12,20,1.5,0.5127783472829068,0.2130271078452467
13,20,1.5,0.5559802901622728,0.23904743824607594
14,20,1.5,0.5953203398695739,0.2650677686469049
15,20,1.5,0.631682986083852,0.29263250673583885
16,20,1.5,0.6648494048300919,0.3226719724051695
17,20,1.5,0.6953464699551666,0.35432838538207356
18,20,1.5,0.7264891906009798,0.3845506626499208
19,20,1.5,0.752820395601062,0.41544918790597324
20,20,1.5,0.776919405183697,0.4470509622303351
21,20,1.5,0.7999688196170893,0.4757941303048245
22,20,1.5,0.8240806587208072,0.5033578745306604
23,20,1.5,0.841169132526685,0.5327025307405541
24,20,1.5,0.8507824474740453,0.5625326291718942
25,20,1.5,0.8542112530776738,0.592444274068916
26,20,1.5,0.8556267047615664,0.6214230309836617
27,20,1.5,0.8566395497399948,0.6504103733693966
28,20,1.5,0.8576523947184223,0.6793986075249235
0,20,2.0,-0.19472109929097803,-0.29042641856616236
1,20,2.0,-0.1476097338994038,-0.27500320453286364
2,20,2.0,-0.10049836850782928,-0.25893453475153244
3,20,2.0,-0.053175883434066026,-0.23962473410507001
4,20,2.0,-0.004744164881707674,-0.21991696002454647
5,20,2.0,0.044119886576730244,-0.20020918594402293
6,20,2.0,0.0928508292282949,-0.1804637974076171
7,20,2.0,0.14150241839955832,-0.158009941253468
