AOA,suction_location,suction_slot_size,predicted_cl,predicted_cd
16,50,2.0,2.809927922873232,0.4848966638329228
17,50,2.0,2.9348201279266304,0.5272335552649488
18,50,2.0,3.0597123329800304,0.5696096775427104
19,50,2.0,3.1846045380334287,0.6123907129713371
20,50,2.0,3.3033922722584506,0.6551717483999642
21,50,2.0,3.361299883515438,0.6979527838285908
22,50,2.0,3.384755809772486,0.7388147190983301
23,50,2.0,3.4046769199118607,0.7783452838628395
24,50,2.0,3.419327315313562,0.8173011217054733
25,50,2.0,3.433977710715263,0.8561690908072794
26,50,2.0,3.448628106116964,0.8950370599090853
27,50,2.0,3.463278501518665,0.9339050290108912
28,50,2.0,3.4779288969203668,0.9726138254252745
0,50,2.5,1.0259869181830952,0.1296445467276393
1,50,2.5,1.1261257447882937,0.13927072035475363
2,50,2.5,1.2333387732815948,0.14944967375651885
3,50,2.5,1.3474033102035508,0.1615532040328273
4,50,2.5,1.46415338995723,0.17370308884673208
5,50,2.5,1.5809034697109092,0.1858529736606374
6,50,2.5,1.6976535494645881,0.20081159851180458
7,50,2.5,1.814403629218267,0.2165112919563557
8,50,2.5,1.9311537089719466,0.2321332320611399
9,50,2.5,2.0479037887256255,0.24779344611089743
10,50,2.5,2.1646538684793053,0.26435724929242316
11,50,2.5,2.2825701689613456,0.28322623336232283
12,50,2.5,2.4011223686218237,0.3047208937508358
13,50,2.5,2.520725378807873,0.32736619816680557
14,50,2.5,2.639602473194688,0.35637762743065265
15,50,2.5,2.754527555406966,0.3863099455908921
16,50,2.5,2.855870512855643,0.41698527061670915
17,50,2.5,2.9572134703043207,0.449127382443177
18,50,2.5,3.057159936454957,0.4812694942696459
19,50,2.5,3.156894635619158,0.5134116060961145
20,50,2.5,3.256629334783359,0.5457755965482749
21,50,2.5,3.3563640339475596,0.5795286593114581
22,50,2.5,3.4490135406008577,0.6167993995338212
23,50,2.5,3.5161203423138376,0.6543038949954689
24,50,2.5,3.5824221226585293,0.6918979752389334
25,50,2.5,3.636120088828228,0.7306355229374668
26,50,2.5,3.679991672296204,0.7704072965722848
27,50,2.5,3.713221638852374,0.8116327806259427
28,50,2.5,3.7451736735341683,0.8534370538100113
0,55,0.5,0.45236002848849954,0.4487554330143168
1,55,0.5,0.5366236565328566,0.45789551915627497
2,55,0.5,0.6220905261356579,0.4706109783538715
3,55,0.5,0.7110060810866775,0.48374314810186886
4,55,0.5,0.8003078209003035,0.49956226156977307
5,55,0.5,0.889741506574674,0.5178297160000671
6,55,0.5,0.9738843255267079,0.5360990434846755
7,55,0.5,1.059646302724858,0.554162016081863
8,55,0.5,1.1461359508541358,0.5709847621359239
9,55,0.5,1.2380954738034093,0.5877668492558479
10,55,0.5,1.3299946954845692,0.6059983062734733
11,55,0.5,1.4180240983040235,0.6251871988385203
12,55,0.5,1.498421046494258,0.6456878541152618
13,55,0.5,1.5683490803746496,0.666492803890343
14,55,0.5,1.6354872982805515,0.6877917894226611
15,55,0.5,1.6926486212976148,0.7087304675983674
16,55,0.5,1.7501865519779574,0.7298087793258206
17,55,0.5,1.8082217390799864,0.7523048848170446
18,55,0.5,1.8662271677755344,0.7746293140993941
19,55,0.5,1.914041128642747,0.7960850652906803
20,55,0.5,1.936234324902515,0.8169408625866328
21,55,0.5,1.9573997101061011,0.8368164760200574
22,55,0.5,1.9789582136937183,0.8557147351952119
23,55,0.5,2.000516717281335,0.8713805864549022
24,55,0.5,2.0221986237852807,0.8861577030046175
25,55,0.5,2.0449394924076687,0.9009348195543327
26,55,0.5,2.067445792737142,0.917196108945429
27,55,0.5,2.087818005506144,0.934270975043241
28,55,0.5,2.107673569064411,0.9513458411410527
0,55,1.0,0.6094433351687151,0.38025087781320926
1,55,1.0,0.6945557893994231,0.3908554929694054
2,55,1.0,0.7807667679327983,0.40207460439589077
3,55,1.0,0.8727278833000148,0.4143138138030446
4,55,1.0,0.9612823132236342,0.42748013915299693
5,55,1.0,1.0496596725532803,0.44397944204830503
6,55,1.0,1.140638378740474,0.46050003883860197
7,55,1.0,1.236004820351806,0.4808047962145731
8,55,1.0,1.3307545433580295,0.5011095535905441
9,55,1.0,1.4273975584111904,0.5214143109665152
10,55,1.0,1.5224781692632783,0.54260860482013
11,55,1.0,1.6188976779371944,0.566282484641838
12,55,1.0,1.708511589825271,0.5899563644635457
13,55,1.0,1.7998091486984409,0.6135343200865442
14,55,1.0,1.8802481043270385,0.6361347183020729
15,55,1.0,1.9527256977906555,0.6587083145352246
16,55,1.0,2.0260314159679402,0.6812819107683765
17,55,1.0,2.09917754537082,0.7038555070015282
18,55,1.0,2.1608090974910676,0.7266255221409916
19,55,1.0,2.209250831176625,0.7506659701299379
20,55,1.0,2.236933506270439,0.774608028663281
21,55,1.0,2.266309937323823,0.7997769432453636
22,55,1.0,2.293313910686397,0.823744809014149
23,55,1.0,2.318829044817537,0.8477446863366189
24,55,1.0,2.3409761340054867,0.8736411591321054
25,55,1.0,2.3631232231934365,0.8995376319275916
26,55,1.0,2.3852703123813863,0.9253059768381917
27,55,1.0,2.4074616648427716,0.95084147557128
28,55,1.0,2.4303170475948455,0.9759028756156012
0,55,1.5,0.6238760870386356,0.21018543159773434
1,55,1.5,0.7153396013318191,0.21609560135371936
2,55,1.5,0.8125400517489915,0.22388124755718386
3,55,1.5,0.9158469337747467,0.2360830557700167
4,55,1.5,1.0292453153358536,0.2527554980037378
5,55,1.5,1.1456145011139516,0.27304058718653507
6,55,1.5,1.2619812109931052,0.29656020539006217
7,55,1.5,1.3806957255214811,0.32007982359358866
8,55,1.5,1.499410240049858,0.3435994417971157
9,55,1.5,1.6169923971854385,0.37037975372432225
10,55,1.5,1.7311913395597474,0.39723503659141784
11,55,1.5,1.848164219114909,0.42409031945851333
12,55,1.5,1.9680502438770238,0.4513465490875835
13,55,1.5,2.087936268639138,0.47963400756955404
14,55,1.5,2.2070679891142815,0.5084736315907572
15,55,1.5,2.3204321293325467,0.5395690036478915
16,55,1.5,2.4248343958904073,0.5709053561118649
17,55,1.5,2.515353639680049,0.6027335734741324
18,55,1.5,2.599721685487231,0.6345617908363996
19,55,1.5,2.6767712452307575,0.6694154559697203
20,55,1.5,2.722745572963281,0.70392586779854
21,55,1.5,2.759419265797478,0.7391984117043138
22,55,1.5,2.7909385931995283,0.7752594109049153
23,55,1.5,2.8219208728970706,0.8127620809570562
24,55,1.5,2.852730747420872,0.8502121325889795
25,55,1.5,2.879344983366795,0.8876621842209029
26,55,1.5,2.8951406990897826,0.9228311335601225
27,55,1.5,2.9108775022189133,0.9572394146881902
28,55,1.5,2.9264821608039315,0.9916651059608166
0,55,2.0,0.7478336595729037,0.08607567837760438
1,55,2.0,0.8491248378400745,0.09523522795443667
2,55,2.0,0.9567571697913414,0.10439477753126902
3,55,2.0,1.073312204223588,0.11355432710810132
4,55,2.0,1.1922242031254822,0.12433567670140477
5,55,2.0,1.316029392913362,0.1376185455342032
6,55,2.0,1.4402920196740487,0.15305431618882082
7,55,2.0,1.5651871860113633,0.16873980790737386
8,55,2.0,1.6900823523486785,0.18690601447793176
9,55,2.0,1.8149775186859936,0.2053799856087007
10,55,2.0,1.9398726850233081,0.2243151502482299
11,55,2.0,2.0647678513606236,0.24916288786197288
12,55,2.0,2.1896630176979386,0.276900403047125
13,55,2.0,2.3145581840352536,0.3046379182322771
14,55,2.0,2.4394533503725677,0.3363724012951098
15,55,2.0,2.5637441658542817,0.3750510270449527
16,55,2.0,2.683924356523144,0.4141173207515067
17,55,2.0,2.804104547192006,0.45426637833904754
18,55,2.0,2.9228363204386123,0.4970474137676742
19,55,2.0,3.03830614691925,0.5396574414244835
20,55,2.0,3.117973130777094,0.5820854038467416
21,55,2.0,3.1594460306417265,0.6227220228311721
22,55,2.0,3.1995925307569664,0.6615899919329782
23,55,2.0,3.231194255710074,0.7010641699976066
24,55,2.0,3.252407600569106,0.7411665014078082
25,55,2.0,3.2683588037039577,0.7809841609994077
26,55,2.0,3.28301339775253,0.8198226393817658
27,55,2.0,3.297666662230543,0.8586611177641241
28,55,2.0,3.3117631026787255,0.896959513431407
0,55,2.5,0.896392950040338,0.09905226352190455
1,55,2.5,0.9949984160563928,0.1049486260235093
2,55,2.5,1.101292426955934,0.11225847298136821
3,55,2.5,1.20950119589725,0.12016333142714974
4,55,2.5,1.3188417175579972,0.12819942671747908
5,55,2.5,1.4290053706866168,0.13651741953409785
6,55,2.5,1.5391690238152371,0.14735516619175343
7,55,2.5,1.6572045138838265,0.1610946284670231
8,55,2.5,1.775756713544305,0.17642402797119267
9,55,2.5,1.894308913204783,0.19307513547089938
10,55,2.5,2.012861112865261,0.20988390174309662
11,55,2.5,2.1314133125257393,0.22748904164802225
12,55,2.5,2.249965512186218,0.24511147044742326
13,55,2.5,2.3685177118466956,0.2630090876571361
14,55,2.5,2.4878947335964496,0.2865105704956578
15,55,2.5,2.605112920598912,0.31275954789110755
16,55,2.5,2.710887182985582,0.3407290804683178
17,55,2.5,2.816661445372251,0.37190586923579944
18,55,2.5,2.9215164198025567,0.40706250206486777
19,55,2.5,3.021416118824961,0.4440153847552884
20,55,2.5,3.1200270782265336,0.4814727236079332
21,55,2.5,3.211115194875231,0.5187272899199431
22,55,2.5,3.2784282661453186,0.5558322987669213
23,55,2.5,3.345741337415407,0.5929373076138993
24,55,2.5,3.410769975120452,0.6304014256262462
25,55,2.5,3.4623945063240322,0.6691445623936099
26,55,2.5,3.50834285197599,0.7076553524251428
27,55,2.5,3.5461267870271502,0.7439871510676106
28,55,2.5,3.570219922648606,0.7791854269358973
0,60,0.5,0.39458124819743895,0.4609317244650977
1,60,0.5,0.4765705520920933,0.4716295813377656
2,60,0.5,0.5585598559867478,0.48555530579432554
3,60,0.5,0.6405491598814022,0.5003529765832544
4,60,0.5,0.7271728622416187,0.5169229858242026
5,60,0.5,0.8176438540039671,0.5335582513709887
6,60,0.5,0.9049819251064902,0.5506984507788664
7,60,0.5,0.9870861652582706,0.5691362095113006
8,60,0.5,1.0704719830034488,0.5880961794044479
9,60,0.5,1.1584850208827324,0.607056149297595
10,60,0.5,1.2453363165301186,0.6260161191907423
11,60,0.5,1.3219612544188637,0.6447277687353066
12,60,0.5,1.3998971565052944,0.6646675225103087
13,60,0.5,1.476043502948318,0.6847637987622028
14,60,0.5,1.54862774586918,0.7043214403622393
15,60,0.5,1.6197166956740323,0.723954563317833
16,60,0.5,1.6822911516789103,0.7426125698821704
17,60,0.5,1.7432620469625395,0.7610467583442042
18,60,0.5,1.7915916277718975,0.7785666398380509
19,60,0.5,1.8279205221966683,0.7951552390305379
20,60,0.5,1.8595749422957344,0.8125819093485822
21,60,0.5,1.8862283808880382,0.8308835093494011
22,60,0.5,1.9077868844756556,0.8479243271410946
23,60,0.5,1.9293054891638772,0.8641688069730353
24,60,0.5,1.9507703366639215,0.8803641646670217
25,60,0.5,1.972332127163828,0.8965595223610081
26,60,0.5,1.9938939176637338,0.9127548800549945
27,60,0.5,2.0158623871196113,0.9292259070972988
28,60,0.5,2.0372823557094906,0.94731995687852
0,60,1.0,0.586116527743467,0.3718381908021275
1,60,1.0,0.6623436464222511,0.378789461519132
2,60,1.0,0.7385707651010347,0.3889580857048373
3,60,1.0,0.8147978837798185,0.40467882433495045
4,60,1.0,0.8913111462241764,0.42351602386540416
5,60,1.0,0.9733419067461014,0.4426642814972535
6,60,1.0,1.06024510745095,0.46181253912910275
7,60,1.0,1.1464612758849544,0.4809607967609521
8,60,1.0,1.2334901779664307,0.5001090543928013
9,60,1.0,1.3252455089410435,0.5192573120246509
10,60,1.0,1.420592113264035,0.536776263215786
11,60,1.0,1.515198709183144,0.5537476758289082
12,60,1.0,1.6068708384146901,0.5707096939406175
13,60,1.0,1.6939916888751014,0.5908674844054926
14,60,1.0,1.7762992033254958,0.6105183738787341
15,60,1.0,1.848921675280071,0.6303284457670657
16,60,1.0,1.9215441472346457,0.6524133214947905
17,60,1.0,1.9926370060969112,0.676563869603259
18,60,1.0,2.050745812189969,0.7007144177117273
19,60,1.0,2.0821676841158605,0.7248649658201951
20,60,1.0,2.113246089058167,0.7497475942170229
21,60,1.0,2.1421614840903622,0.7737200762238152
22,60,1.0,2.1681589408142745,0.7976925582306074
23,60,1.0,2.1923516502638902,0.8201960299564972
24,60,1.0,2.2162013284062416,0.8424615118166208
25,60,1.0,2.2420537407397974,0.8660641514959908
26,60,1.0,2.2677264463301188,0.8890718125175936
27,60,1.0,2.29339915192044,0.9120794735391962
28,60,1.0,2.318507185594769,0.938247183555954
0,60,1.5,0.603072653085982,0.20015961706655455
1,60,1.5,0.6927665454211883,0.20826793938574983
2,60,1.5,0.7828246940513597,0.22098919535860956
3,60,1.5,0.8749864833459048,0.23667155360874653
4,60,1.5,0.971516591932659,0.25348728435132645
5,60,1.5,1.072969226026663,0.2729254908787844
6,60,1.5,1.1763264113914027,0.29294017853992
7,60,1.5,1.2914149638840509,0.3135374048534313
8,60,1.5,1.4069928839921095,0.33506672469346216
9,60,1.5,1.5212503546933764,0.36024194333746723
10,60,1.5,1.6354694779694827,0.38725227588931455
11,60,1.5,1.7460375734087397,0.4111549797754847
12,60,1.5,1.8558551218990869,0.43488223058226966
13,60,1.5,1.9656726703894347,0.4581013220931294
14,60,1.5,2.0736885103224654,0.48012102371889925
15,60,1.5,2.171225123511596,0.5034965722863538
16,60,1.5,2.2663543783941416,0.5264499172475363
17,60,1.5,2.360077451268954,0.5519676356444965
18,60,1.5,2.442595661909552,0.5797269992277365
19,60,1.5,2.4977459216951154,0.6110118941412015
20,60,1.5,2.548731048528157,0.6422230706829026
21,60,1.5,2.594738252445632,0.6765986878868706
22,60,1.5,2.632566731981016,0.7116171718131499
23,60,1.5,2.663902742054234,0.7471915203600143
24,60,1.5,2.6952468552075266,0.7835596493141892
25,60,1.5,2.7204102621601653,0.819828813906293
26,60,1.5,2.7360149207451836,0.8560979784983971
27,60,1.5,2.7516195793302027,0.8924401107851998
28,60,1.5,2.767224237915221,0.9277706696835828
0,60,2.0,0.7084210483935506,0.07371156551342906
1,60,2.0,0.8071096607713811,0.08089277717004417
2,60,2.0,0.907730869509457,0.08915499047050907
3,60,2.0,1.0100177287378895,0.10053018271196199
4,60,2.0,1.115254004686565,0.1134879821759886
5,60,2.0,1.2269555463336104,0.12723779120591794
6,60,2.0,1.3386570879806554,0.142309371298188
7,60,2.0,1.4539974677340477,0.157380951390458
8,60,2.0,1.570590088257395,0.17357577306842392
9,60,2.0,1.6938680892241362,0.19213240048315516
10,60,2.0,1.8131684998743514,0.2138997428707809
11,60,2.0,1.9324689105245665,0.23566708525840663
12,60,2.0,2.0517693211747807,0.2581312068140509
13,60,2.0,2.1710697318249963,0.2818713867883481
14,60,2.0,2.2900275189819927,0.3060274464229555
15,60,2.0,2.405780273441683,0.33197299056400925
16,60,2.0,2.521460939551211,0.3630089245781808
17,60,2.0,2.6355836446672822,0.39684141183331173
18,60,2.0,2.746070926198476,0.434499193505481
19,60,2.0,2.8379216838611088,0.4732278417129632
20,60,2.0,2.903139057878285,0.5119607145308218
21,60,2.0,2.9433303006881286,0.5529922565937282
22,60,2.0,2.983476800803368,0.5933582491608143
23,60,2.0,3.023623300918608,0.6331683560598844
24,60,2.0,3.061544861149527,0.6728739668407084
25,60,2.0,3.0869608013202163,0.7125721729047312
26,60,2.0,3.1056960386551573,0.7522703789687539
27,60,2.0,3.124067240976434,0.7919685850327767
28,60,2.0,3.140513885853218,0.8299999725704512
0,60,2.5,0.8123277294016348,0.09115085347078472
1,60,2.5,0.9077395901073756,0.09727943930993804
2,60,2.5,1.0070866594194094,0.10495898054740205
3,60,2.5,1.1111245459547314,0.11381418384935621
4,60,2.5,1.2203452142456943,0.12324210858457468
5,60,2.5,1.329565882536657,0.1330955443292252
6,60,2.5,1.4387865508276196,0.1436535395661797
7,60,2.5,1.548007219118583,0.15676685050864864
8,60,2.5,1.6572278874095459,0.1706160262782423
9,60,2.5,1.7664485557005083,0.18598322662323863
10,60,2.5,1.8756692239914714,0.20300307197911693
11,60,2.5,1.9855657282396342,0.22002682122045197
12,60,2.5,2.1025721425142776,0.23832364323668903
13,60,2.5,2.219582407282387,0.25934855455821443
14,60,2.5,2.336592672050495,0.28102576596997325
15,60,2.5,2.449963884570818,0.3038600670556812
16,60,2.5,2.5555455776591756,0.3290314524924276
17,60,2.5,2.6592132987267862,0.3556806009234029
18,60,2.5,2.762881019794397,0.38364657169203625
19,60,2.5,2.8665487408620076,0.4127630575474504
20,60,2.5,2.963516689701818,0.4458403761034139
21,60,2.5,3.0347918249941115,0.4797606353437918
22,60,2.5,3.1039285634563756,0.5135778102370776
23,60,2.5,3.1646785809866986,0.5486578591051618
24,60,2.5,3.224614797994632,0.5865179370056064
25,60,2.5,3.2748804197421424,0.6232817760960432
26,60,2.5,3.315954490259776,0.6570996916313829
27,60,2.5,3.354011536988944,0.6912159714283523
28,60,2.5,3.38414789881411,0.7257693305210602
0,65,0.5,0.37376256038575045,0.4770810883957582
1,65,0.5,0.4513451313073613,0.49014041645059886
2,65,0.5,0.5289277022289726,0.5046190463363307
3,65,0.5,0.6065102731505837,0.5190976762220623
4,65,0.5,0.6828690498508723,0.5335763061077938
5,65,0.5,0.7584130806144672,0.5480549359935256
6,65,0.5,0.8406716683954508,0.562533565879257
7,65,0.5,0.9236125435614405,0.5769430087971452
8,65,0.5,1.0066787320019686,0.5905563119091737
9,65,0.5,1.0893463959403262,0.605632796735192
10,65,0.5,1.1704453115653006,0.6218130994552047
11,65,0.5,1.2495231796839406,0.6382062181480668
12,65,0.5,1.3215162087775978,0.6545822626493889
13,65,0.5,1.3943880376635762,0.670453891324166
14,65,0.5,1.4701901852807862,0.6891539908013822
15,65,0.5,1.5441955042808826,0.7078201904859449
16,65,0.5,1.6099077685208019,0.7242288270785955
17,65,0.5,1.663281331654745,0.7410927413468804
18,65,0.5,1.6988630683782413,0.7593687165370155
19,65,0.5,1.7344448051017372,0.7774755161019355
20,65,0.5,1.7715288234180742,0.7940906628001401
21,65,0.5,1.804837249716601,0.8090127938845937
22,65,0.5,1.833408800974966,0.8238545009233886
23,65,0.5,1.8618111934738288,0.8396601135919031
24,65,0.5,1.8864866221416647,0.8572729256640805
25,65,0.5,1.9104343285916818,0.8749069670271272
26,65,0.5,1.9343820350416983,0.8925410083901737
27,65,0.5,1.957728517685927,0.9107671334886833
28,65,0.5,1.9793088891524357,0.9289889744433824
0,65,1.0,0.5500102779815811,0.40387178784628236
1,65,1.0,0.626237396660365,0.4172868168624238
2,65,1.0,0.6994580873553555,0.4307018458785657
3,65,1.0,0.7728244470181624,0.44411687489470725
4,65,1.0,0.8468837747686325,0.457531903910849
5,65,1.0,0.9209431025191029,0.4709469329269908
6,65,1.0,0.9949867028722522,0.48471031577059215
7,65,1.0,1.0718732222284921,0.4989203724213232
8,65,1.0,1.1503872822598415,0.5130477033337633
9,65,1.0,1.233090746508951,0.5286859835435065
10,65,1.0,1.3173148691569905,0.5472442115210365
11,65,1.0,1.4126259041727516,0.5657081728584203
12,65,1.0,1.5004919874266898,0.5841355359385076
13,65,1.0,1.5876004535109256,0.6017482775788643
14,65,1.0,1.6718138149200086,0.618778543976986
15,65,1.0,1.745196335114838,0.6386363242128794
16,65,1.0,1.8176332282362284,0.658493602436204
17,65,1.0,1.8777590494125131,0.6783323446246277
18,65,1.0,1.9227762107434345,0.697823201855801
19,65,1.0,1.9646824454389136,0.7155773764194095
20,65,1.0,2.001395114961918,0.7377628634889049
21,65,1.0,2.033803107123229,0.7614349366580806
22,65,1.0,2.0648591238559155,0.7854274428859229
23,65,1.0,2.0920998686796155,0.807897483000994
24,65,1.0,2.1164070068103364,0.8294109195182489
25,65,1.0,2.1405104012949394,0.8499789723717521
26,65,1.0,2.1636515627457005,0.8709569320966997
27,65,1.0,2.1861687286475204,0.8940395203029401
28,65,1.0,2.2086858945493404,0.916065251631887
0,65,1.5,0.5917462844380252,0.23381331676937983
1,65,1.5,0.6759161203072016,0.24292579834315914
2,65,1.5,0.7651633482746929,0.25632920236685103
3,65,1.5,0.854339562501648,0.2733131536602649
4,65,1.5,0.9455529113583644,0.2904507030360339
5,65,1.5,1.0392965281715234,0.30893740053708835
6,65,1.5,1.1379122998975675,0.328159709957985
7,65,1.5,1.231245527573285,0.34740075390928393
8,65,1.5,1.326906471754901,0.3652150959388227
9,65,1.5,1.4278641045087461,0.3810335928845285
10,65,1.5,1.5266606600191956,0.3961198219109498
11,65,1.5,1.6248526087601383,0.4126659478695282
12,65,1.5,1.7285244647854348,0.43081445982531336
13,65,1.5,1.8319956764041543,0.44822331501691687
14,65,1.5,1.9317379662347007,0.4655306405593103
15,65,1.5,2.0281994957164495,0.48280995382524966
16,65,1.5,2.116712185506341,0.5042321691691996
17,65,1.5,2.204502098676854,0.5267005311813284
18,65,1.5,2.2636977155439197,0.5532225661446819
19,65,1.5,2.3104805099794885,0.580568794204005
20,65,1.5,2.3589564063368025,0.6088790642317652
21,65,1.5,2.410326613778941,0.6386615205032931
22,65,1.5,2.458145411928696,0.6668347663487129
23,65,1.5,2.496372666089286,0.6968005242323059
24,65,1.5,2.5336842483313804,0.7326476465395828
25,65,1.5,2.558594662155054,0.7700117580559329
26,65,1.5,2.5753363614977633,0.8072432663171591
27,65,1.5,2.591859862612506,0.8444747745783858
28,65,1.5,2.608934174210605,0.8817062828396123
0,65,2.0,0.6890494542388311,0.10732564576649692
1,65,2.0,0.7774164087116506,0.11887879143566102
2,65,2.0,0.8732447908808302,0.13124626420608265
3,65,2.0,0.9699080371075622,0.1437341639923467
4,65,2.0,1.0655260562095235,0.15623278885174247
5,65,2.0,1.161873952410813,0.17134233311973213
6,65,2.0,1.2624093718862772,0.18778425038386687
7,65,2.0,1.3699777124898127,0.2042252535762299
8,65,2.0,1.4775460530933477,0.22066625676859292
9,65,2.0,1.5851143936968832,0.23819288549708412
10,65,2.0,1.6926827343004185,0.25725773881171893
11,65,2.0,1.797149237286557,0.27653293310675137
12,65,2.0,1.9051436344661221,0.29663184180496777
13,65,2.0,2.013401171537275,0.3183373792683572
14,65,2.0,2.1264604936781937,0.343118853178152
15,65,2.0,2.239519815819113,0.36902520102233144
16,65,2.0,2.3525791379600323,0.39777035635851216
17,65,2.0,2.458637997304272,0.42428298404311077
18,65,2.0,2.5562626670002984,0.4527586960373898
19,65,2.0,2.6292257706400104,0.48123440803166945
20,65,2.0,2.6887899517330633,0.5094493136607599
21,65,2.0,2.730636370965796,0.537543504084369
